R-Strength,H-Strength,VP,Cities,Dev,Round,Winner
12,10,4,0,2,2,1
15,20,7,0,8,2,0
4,12,2,0,0,2,0
9,15,3,0,3,2,0
12,12,4,0,2,2,1
15,9,7,0,8,2,0
4,15,2,0,0,2,0
9,8,3,0,3,2,0
12,16,4,0,2,2,1
15,20,7,0,8,2,0
4,12,2,0,0,2,0
9,8,3,0,3,2,0
12,16,4,0,2,2,1
15,18,7,0,9,2,0
5,1,3,0,0,2,0
9,8,3,0,3,2,0
12,3,4,0,2,2,1
15,20,7,0,9,3,0
5,0,3,0,0,3,0
9,8,3,0,3,3,0
12,6,4,0,2,3,1
15,9,7,0,10,3,0
5,2,3,0,0,3,0
9,10,3,0,3,3,0
18,6,5,0,2,3,1
15,4,7,0,10,3,0
5,0,3,0,0,3,0
9,2,3,0,3,3,0
18,28,5,0,2,3,1
15,18,7,0,10,3,0
5,1,3,0,0,3,0
9,6,3,0,3,3,0
18,24,5,0,2,3,1
15,24,7,0,10,3,0
5,6,3,0,0,3,0
9,8,3,0,3,3,0
18,40,5,0,2,3,1
15,15,7,0,10,3,0
5,6,3,0,0,3,0
9,8,3,0,3,3,0
18,40,6,1,2,3,1
15,10,7,0,10,3,0
5,18,3,0,0,3,0
9,6,3,0,3,3,0
18,10,6,1,2,3,1
15,9,7,0,10,3,0
5,15,3,0,0,3,0
9,8,3,0,3,3,0
18,15,6,1,2,3,1
15,12,7,0,10,3,0
5,18,3,0,0,3,0
9,4,3,0,3,3,0
18,12,6,1,2,3,1
15,18,7,0,10,3,0
5,18,3,0,0,3,0
9,4,3,0,3,3,0
18,15,6,1,2,3,1
15,8,7,0,11,3,0
5,21,3,0,0,3,0
9,4,3,0,3,3,0
18,36,6,1,2,3,1
15,36,7,0,11,3,0
5,15,3,0,0,3,0
9,4,3,0,3,3,0
18,15,6,1,2,3,1
15,6,7,0,11,3,0
5,12,3,0,0,3,0
9,15,3,0,3,3,0
18,32,6,1,2,3,1
15,8,7,0,11,3,0
5,12,3,0,0,3,0
9,8,3,0,3,3,0
18,32,6,1,2,3,1
15,12,7,0,11,3,0
5,12,3,0,0,3,0
9,2,3,0,4,3,0
18,12,6,1,2,3,1
15,6,7,0,11,3,0
5,6,3,0,0,3,0
9,12,3,0,4,3,0
21,12,7,1,2,3,1
15,4,7,0,11,3,0
5,4,3,0,0,3,0
9,15,3,0,4,3,0
21,12,7,1,2,3,1
15,8,7,0,11,3,0
5,1,3,0,0,3,0
9,15,3,0,4,3,0
21,16,8,2,2,3,1
15,6,7,0,11,3,0
5,1,3,0,0,3,0
9,18,3,0,4,3,0
21,21,9,2,3,3,1
15,6,7,0,11,3,0
5,1,3,0,0,3,0
9,8,3,0,4,3,0
21,15,11,2,4,3,1
11,6,3,0,1,3,0
8,4,2,0,0,1,0
5,2,2,0,0,1,0
16,6,2,0,0,1,1
11,8,3,0,1,1,0
8,9,2,0,0,1,0
5,3,2,0,0,1,0
16,3,2,0,0,1,1
11,3,3,0,1,1,0
8,9,2,0,0,1,0
5,6,2,0,0,1,0
16,10,2,0,0,1,1
11,3,3,0,1,1,0
8,9,2,0,0,1,0
5,1,2,0,0,1,0
16,4,2,0,0,1,1
11,8,3,0,1,1,0
8,4,2,0,0,1,0
5,1,2,0,0,1,0
16,20,4,0,0,1,1
11,4,3,0,1,1,0
8,4,2,0,0,1,0
5,1,2,0,0,1,0
16,12,4,0,0,1,1
11,4,3,0,1,1,0
8,9,2,0,0,1,0
5,2,2,0,0,1,0
16,12,4,0,0,1,1
11,6,3,0,1,1,0
8,12,2,0,0,1,0
5,3,2,0,0,1,0
16,24,4,0,0,1,1
11,15,3,0,1,1,0
8,15,2,0,0,1,0
5,3,2,0,0,1,0
16,8,4,0,0,1,1
11,6,3,0,1,1,0
8,15,2,0,0,1,0
5,1,2,0,0,1,0
16,10,4,0,0,1,1
11,21,3,0,1,1,0
8,21,2,0,0,1,0
5,1,2,0,0,1,0
16,3,4,0,0,1,1
11,18,3,0,1,1,0
8,18,2,0,0,1,0
5,4,2,0,0,1,0
16,8,4,0,0,2,1
11,8,3,0,2,2,0
8,21,2,0,0,2,0
5,6,2,0,0,2,0
16,8,4,0,0,2,1
11,15,3,0,2,2,0
8,3,3,1,0,2,0
5,3,2,0,0,2,0
16,8,4,0,0,2,1
11,12,3,0,3,2,0
8,1,5,1,0,2,0
5,8,2,0,0,2,0
16,2,2,0,0,2,1
11,33,3,0,3,2,0
8,0,5,1,0,2,0
5,1,2,0,0,2,0
16,6,2,0,0,2,1
11,36,3,0,3,2,0
8,0,5,1,0,2,0
5,8,2,0,0,2,0
16,8,2,0,0,2,1
11,10,3,0,3,2,0
8,0,5,1,0,2,0
5,8,2,0,0,2,0
16,18,2,0,0,2,1
11,18,3,0,3,2,0
8,1,5,1,0,2,0
5,8,2,0,0,2,0
16,20,2,0,0,2,1
11,10,3,0,3,2,0
8,6,5,1,0,2,0
5,4,2,0,0,2,0
22,6,3,0,0,2,1
11,6,3,0,3,2,0
8,6,5,1,0,2,0
5,1,2,0,0,2,0
22,6,3,0,0,2,1
11,4,3,0,3,2,0
8,6,5,1,0,2,0
5,6,2,0,0,2,0
22,12,3,0,0,2,1
11,1,3,0,3,2,0
8,12,5,1,0,2,0
5,8,2,0,0,2,0
22,18,3,0,0,2,1
11,4,3,0,3,2,0
8,6,5,1,1,2,0
5,12,2,0,0,2,0
22,8,3,0,0,2,1
11,15,3,0,3,3,0
8,4,5,1,1,3,0
5,6,2,0,0,3,0
31,1,4,0,1,3,1
11,15,3,0,3,3,0
8,8,5,1,1,3,0
5,4,2,0,0,3,0
31,2,4,0,1,3,1
11,24,3,0,3,3,0
8,15,5,1,1,3,0
5,4,2,0,0,3,0
31,6,6,0,2,3,1
11,21,3,0,3,3,0
8,9,5,1,1,3,0
5,4,2,0,0,3,0
38,32,7,0,2,3,1
11,28,3,0,3,3,0
8,24,5,1,1,3,0
5,4,2,0,0,3,0
38,9,7,0,2,3,1
11,8,3,0,3,3,0
8,32,5,1,1,3,0
5,4,2,0,0,3,0
44,1,9,1,2,3,1
11,4,3,0,4,3,0
8,18,5,1,1,3,0
5,9,2,0,0,3,0
44,6,9,1,3,3,1
11,1,5,0,5,3,0
8,32,5,1,1,3,0
5,12,2,0,0,3,0
44,28,9,1,3,3,1
11,20,5,0,5,3,0
8,48,5,1,1,3,0
5,6,2,0,0,3,0
44,44,8,1,4,3,1
16,8,6,0,5,3,0
8,60,5,1,1,3,0
5,6,2,0,0,3,0
44,60,9,1,5,3,1
16,18,6,0,5,3,0
8,15,5,1,1,3,0
5,6,2,0,0,3,0
44,32,9,1,5,3,1
16,12,6,0,5,3,0
8,16,5,1,2,3,0
5,6,2,0,0,3,0
44,24,9,1,5,3,1
16,6,6,0,6,3,0
8,12,5,1,2,3,0
5,1,2,0,0,3,0
44,36,11,1,6,3,1
13,9,2,0,0,3,0
9,6,3,0,1,1,0
9,8,2,0,0,1,0
8,10,2,0,0,1,0
13,15,2,0,0,1,1
9,8,3,0,1,1,0
9,6,2,0,0,1,0
8,8,2,0,0,1,0
13,9,2,0,0,1,1
9,6,3,0,1,1,0
9,2,2,0,0,1,0
8,4,2,0,0,1,0
13,12,2,0,0,1,1
9,6,3,0,1,1,0
9,2,2,0,0,1,0
8,1,2,0,0,1,0
13,1,3,1,0,1,1
9,2,4,1,1,1,0
9,2,2,0,0,1,0
8,1,2,0,0,1,0
13,1,3,1,0,1,1
9,3,4,1,1,1,0
9,3,2,0,0,1,0
8,8,2,0,0,1,0
13,4,3,1,0,1,1
9,2,4,1,1,1,0
9,18,2,0,0,1,0
8,8,2,0,0,1,0
13,1,3,1,0,1,1
9,16,5,2,1,1,0
9,24,2,0,0,2,0
8,10,2,0,0,2,0
13,1,3,1,0,2,1
9,15,5,2,1,2,0
9,6,2,0,0,2,0
8,12,2,0,0,2,0
13,2,3,1,0,2,1
9,12,5,2,1,2,0
9,6,2,0,0,2,0
8,8,2,0,0,2,0
13,1,4,2,0,2,1
9,18,5,2,1,2,0
9,1,2,0,1,2,0
8,6,2,0,0,2,0
13,4,4,2,0,2,1
9,18,5,2,1,2,0
9,12,2,0,1,2,0
8,6,2,0,0,2,0
13,9,4,2,0,2,1
9,30,5,2,1,2,0
9,4,2,0,1,2,0
8,6,2,0,0,2,0
16,4,5,2,0,2,1
9,30,5,2,1,2,0
9,8,2,0,1,2,0
8,12,2,0,0,2,0
16,8,5,2,0,2,1
9,18,5,2,1,2,0
9,9,2,0,1,2,0
8,4,4,0,0,2,0
16,12,5,2,0,2,1
9,27,5,2,1,2,0
9,6,2,0,2,3,0
8,12,4,0,0,3,0
16,18,7,2,0,3,1
9,33,5,2,1,3,0
9,20,2,0,2,3,0
8,15,2,0,0,3,0
16,8,7,2,0,3,1
9,4,5,2,1,3,0
9,15,2,0,2,3,0
8,21,2,0,0,3,0
16,12,7,2,0,3,1
9,2,5,2,1,3,0
9,18,2,0,2,3,0
8,2,2,0,1,3,0
16,12,8,3,0,3,1
9,3,5,2,1,3,0
9,15,2,0,2,3,0
8,6,2,0,1,3,0
21,14,9,3,0,3,1
9,32,5,2,1,3,0
9,18,2,0,2,3,0
8,12,2,0,1,3,0
21,10,9,3,0,3,1
9,12,5,2,1,3,0
9,12,2,0,2,3,0
8,2,4,0,2,3,0
21,8,10,4,0,3,1
13,6,2,0,0,3,1
13,18,2,0,0,1,0
3,1,2,0,0,1,0
9,6,2,0,1,1,1
13,18,2,0,0,1,0
13,1,2,0,0,1,0
3,1,2,0,0,1,0
9,15,2,0,1,1,1
13,8,2,0,0,1,0
13,1,2,0,0,1,0
3,0,2,0,0,1,0
9,18,2,0,1,1,1
13,6,2,0,0,1,0
13,6,2,0,0,1,0
3,0,2,0,0,1,0
9,18,2,0,1,1,1
13,9,2,0,0,1,0
13,10,2,0,0,1,0
3,1,2,0,0,1,0
9,12,2,0,1,1,1
13,6,2,0,0,1,0
13,1,2,0,0,1,0
3,1,2,0,0,1,0
9,15,2,0,1,1,1
13,6,2,0,0,1,0
13,10,2,0,0,1,0
3,1,2,0,0,1,0
9,21,2,0,1,1,1
13,21,2,0,0,1,0
13,12,2,0,0,1,0
3,1,2,0,0,1,0
9,14,2,0,1,1,1
13,24,2,0,0,1,0
13,12,2,0,0,1,0
3,1,2,0,0,1,0
9,4,2,0,1,1,1
13,12,2,0,1,1,0
13,12,2,0,0,1,0
3,0,2,0,0,1,0
9,1,2,0,1,1,1
13,20,2,0,1,1,0
13,2,2,0,0,1,0
3,1,2,0,0,1,0
9,0,2,0,1,1,1
13,18,2,0,1,1,0
13,6,2,0,0,1,0
3,1,2,0,0,1,0
9,4,2,0,1,1,1
13,12,2,0,1,1,0
13,6,2,0,0,1,0
3,1,2,0,0,1,0
9,6,2,0,2,1,1
13,8,2,0,1,1,0
13,8,2,0,0,1,0
3,4,2,0,0,1,0
9,4,2,0,2,1,1
13,18,2,0,1,1,0
13,15,2,0,0,1,0
3,6,2,0,0,1,0
9,6,2,0,2,1,1
13,18,2,0,1,1,0
13,21,2,0,0,1,0
3,6,2,0,0,1,0
9,6,2,0,2,1,1
13,21,2,0,1,1,0
13,16,2,0,0,1,0
3,8,2,0,0,1,0
9,6,2,0,2,1,1
13,24,2,0,1,1,0
13,2,2,0,0,1,0
3,15,2,0,0,1,0
9,21,2,0,2,1,1
13,21,2,0,1,1,0
13,6,2,0,0,1,0
3,18,2,0,0,1,0
9,21,2,0,2,1,1
13,10,2,0,1,1,0
13,4,2,0,0,1,0
3,18,2,0,0,1,0
9,21,2,0,2,1,1
13,10,2,0,1,1,0
13,12,2,0,0,1,0
3,18,2,0,0,1,0
9,14,2,0,2,1,1
13,15,2,0,2,1,0
13,15,2,0,0,1,0
3,18,2,0,0,1,0
9,12,2,0,2,1,1
13,36,2,0,2,1,0
13,8,2,0,0,1,0
3,6,2,0,0,1,0
9,10,2,0,2,1,1
13,18,2,0,2,1,0
13,6,2,0,0,1,0
3,6,2,0,0,1,0
9,3,2,0,2,1,1
13,15,4,0,3,1,0
13,12,2,0,0,1,0
3,12,2,0,0,1,0
9,15,2,0,2,1,1
13,8,4,0,3,1,0
13,10,4,0,0,1,0
3,15,2,0,0,1,0
9,10,2,0,2,1,1
13,15,4,0,3,1,0
13,10,4,0,0,1,0
3,12,2,0,0,1,0
9,24,2,0,2,1,1
13,15,4,0,3,1,0
13,10,4,0,0,1,0
3,9,2,0,0,1,0
9,4,2,0,2,1,1
13,18,4,0,3,1,0
13,21,4,0,0,1,0
3,9,2,0,0,1,0
9,4,3,0,3,1,1
13,8,4,0,3,1,0
13,10,4,0,0,1,0
3,9,2,0,0,1,0
9,4,3,0,3,1,1
13,18,4,0,3,1,0
13,28,4,0,0,1,0
3,9,2,0,0,1,0
9,4,3,0,3,1,1
13,15,4,0,3,1,0
13,15,4,0,0,1,0
3,9,2,0,0,1,0
9,18,3,0,3,2,1
13,20,4,0,4,2,0
13,24,4,0,1,2,0
3,8,2,0,0,2,0
9,15,3,0,3,2,1
13,8,4,0,5,2,0
13,12,4,0,1,2,0
3,9,2,0,0,2,0
9,15,3,0,3,2,1
13,12,4,0,5,2,0
13,3,4,0,2,2,0
3,12,2,0,0,2,0
9,8,3,0,3,2,1
13,20,4,0,5,2,0
13,8,4,0,2,2,0
3,12,2,0,0,2,0
9,6,3,0,3,2,1
13,8,4,0,6,2,0
13,3,4,0,2,2,0
3,12,2,0,0,2,0
9,6,3,0,3,2,1
13,6,4,0,6,2,0
13,12,4,0,2,2,0
3,2,3,0,1,2,0
9,2,3,0,3,2,1
13,21,4,0,6,2,0
13,10,4,0,2,2,0
3,6,3,0,1,2,0
9,6,3,0,3,2,1
13,3,4,0,6,2,0
13,10,4,0,2,2,0
3,12,3,0,1,2,0
9,12,3,0,3,2,1
13,8,4,0,6,2,0
13,10,4,0,2,2,0
3,12,3,0,1,2,0
9,8,4,0,4,2,1
13,9,4,0,6,2,0
13,8,4,0,2,2,0
3,9,3,0,1,2,0
9,8,4,0,4,2,1
13,18,4,0,6,2,0
13,15,4,0,2,2,0
3,9,3,0,1,2,0
9,15,4,0,4,2,1
13,15,4,0,6,2,0
13,6,4,0,2,2,0
3,9,3,0,1,2,0
9,15,4,0,4,2,1
13,4,5,0,7,2,0
13,6,4,0,2,2,0
3,6,3,0,1,2,0
9,8,4,0,4,2,1
13,4,5,0,7,2,0
13,18,4,0,2,2,0
3,6,3,0,1,2,0
9,15,4,0,4,2,1
13,6,5,0,7,2,0
13,18,4,0,2,2,0
3,6,3,0,1,2,0
9,18,4,0,4,2,1
13,8,5,0,7,2,0
13,4,4,0,3,2,0
3,6,3,0,1,2,0
9,18,4,0,4,2,1
13,21,5,0,7,2,0
13,12,4,0,3,2,0
3,6,3,0,1,2,0
9,18,4,0,4,2,1
13,21,5,0,7,2,0
13,4,4,0,4,2,0
3,6,3,0,1,2,0
9,18,4,0,5,2,1
13,10,5,0,7,2,0
13,3,4,0,4,2,0
3,1,4,1,1,2,0
9,15,4,0,6,2,1
13,3,5,0,7,2,0
13,1,4,0,4,2,0
3,0,4,1,1,2,0
9,36,4,0,6,2,1
13,1,5,0,7,2,0
13,4,4,0,4,2,0
3,0,4,1,1,2,0
9,40,4,0,6,2,1
13,6,5,0,7,2,0
13,12,4,0,4,2,0
3,0,4,1,1,2,0
9,27,4,0,6,2,1
13,3,5,0,7,2,0
13,12,4,0,4,2,0
3,0,4,1,1,2,0
9,12,4,0,7,2,1
13,6,5,0,7,2,0
13,15,4,0,4,2,0
3,1,4,1,1,2,0
9,2,4,0,8,2,1
13,12,5,0,7,2,0
13,24,4,0,4,2,0
3,1,4,1,1,2,0
9,9,4,0,8,2,1
13,6,5,0,7,2,0
17,10,5,0,4,2,0
3,2,4,1,1,2,0
9,20,6,0,9,2,1
13,10,3,0,7,2,0
17,15,5,0,4,2,0
3,3,4,1,1,2,0
9,4,7,0,10,2,1
13,6,3,0,7,2,0
17,24,5,0,4,2,0
3,4,4,1,1,2,0
9,9,7,0,10,3,1
13,12,3,0,7,3,0
23,18,6,0,4,3,0
3,6,4,1,1,3,0
9,12,7,0,10,3,1
13,9,3,0,8,3,0
23,6,6,0,4,3,0
3,4,4,1,1,3,0
9,1,6,1,10,3,1
13,1,5,0,8,3,0
23,6,6,0,4,3,0
3,0,4,1,1,3,0
9,4,6,1,10,3,1
13,4,5,0,8,3,0
23,24,6,0,4,3,0
3,1,4,1,1,3,0
9,4,6,1,10,3,1
13,12,5,0,8,3,0
23,12,6,0,4,3,0
3,0,4,1,1,3,0
9,12,6,1,10,3,1
13,8,5,0,8,3,0
23,15,6,0,4,3,0
3,1,4,1,1,3,0
9,15,6,1,10,3,1
13,12,5,0,8,3,0
23,28,6,0,4,3,0
3,4,4,1,1,3,0
9,12,6,1,10,3,1
13,15,5,0,8,3,0
23,40,6,0,4,3,0
3,4,4,1,1,3,0
9,12,6,1,10,3,1
13,21,5,0,8,3,0
23,18,6,0,4,3,0
3,4,4,1,1,3,0
15,2,7,1,10,3,1
13,1,5,0,8,3,0
23,32,6,0,4,3,0
3,4,4,1,1,3,0
15,4,7,1,10,3,1
13,1,5,0,8,3,0
23,32,6,0,4,3,0
3,6,4,1,1,3,0
15,4,7,1,10,3,1
13,0,5,0,8,3,0
26,18,7,0,4,3,0
3,12,4,1,1,3,0
15,4,7,1,10,3,1
13,1,5,0,8,3,0
26,24,7,0,4,3,0
3,12,4,1,1,3,0
15,15,7,1,10,3,1
13,3,5,0,8,3,0
26,32,7,0,4,3,0
3,18,4,1,1,3,0
15,12,7,1,10,3,1
13,1,5,0,8,3,0
26,30,7,0,4,3,0
3,18,4,1,1,3,0
15,18,7,1,10,3,1
13,10,5,0,8,3,0
32,24,8,0,4,3,0
3,12,4,1,1,3,0
15,4,7,1,10,3,1
13,4,5,0,8,3,0
32,10,8,0,4,3,0
3,4,4,1,1,3,0
15,4,7,1,10,3,1
13,2,5,0,8,3,0
32,28,8,0,4,3,0
3,9,4,1,1,3,0
15,1,7,1,10,3,1
13,8,5,0,8,3,0
32,33,8,0,4,3,0
3,15,4,1,1,3,0
15,6,7,1,11,3,1
13,15,5,0,8,3,0
32,6,8,0,4,3,0
3,18,4,1,1,3,0
15,12,7,1,11,3,1
13,15,5,0,8,3,0
32,40,8,0,4,3,0
3,8,4,1,1,3,0
15,12,7,1,11,3,1
13,9,5,0,8,3,0
32,12,8,0,4,3,0
3,6,4,1,1,3,0
21,1,8,1,11,3,1
13,8,5,0,9,3,0
32,35,8,0,4,3,0
3,6,4,1,1,3,0
21,15,8,1,11,3,1
13,12,5,0,9,3,0
32,28,9,1,4,3,0
3,10,4,1,1,3,0
21,6,8,1,11,3,1
13,6,5,0,9,3,0
32,32,9,1,4,3,0
3,12,4,1,1,3,0
21,4,9,2,11,3,1
13,12,5,0,9,3,0
32,40,9,1,4,3,0
3,8,4,1,1,3,0
21,16,9,2,11,3,1
13,15,5,0,9,3,0
32,21,9,1,4,3,0
3,4,4,1,1,3,0
21,16,9,2,11,3,1
20,1,6,0,9,3,0
32,28,9,1,4,3,0
3,1,4,1,1,3,0
21,20,9,2,11,3,1
20,6,6,0,9,3,0
32,36,9,1,4,3,0
3,0,4,1,1,3,0
21,32,9,2,11,3,1
20,9,6,0,9,3,0
32,4,9,1,4,3,0
3,1,4,1,1,3,0
21,18,10,3,11,3,1
3,4,2,0,0,3,0
11,6,3,0,1,1,1
9,9,2,0,0,1,0
8,4,2,0,0,1,0
3,8,2,0,0,1,0
11,4,3,0,2,1,1
9,6,2,0,0,1,0
8,12,2,0,0,1,0
3,8,2,0,0,1,0
11,24,3,0,2,1,1
9,12,2,0,0,1,0
8,21,2,0,0,1,0
3,1,2,0,0,1,0
11,6,3,0,2,1,1
9,12,2,0,0,1,0
8,21,2,0,0,1,0
3,1,2,0,0,1,0
11,21,3,0,2,1,1
9,15,2,0,0,1,0
8,21,2,0,0,1,0
3,4,2,0,0,1,0
11,21,5,0,3,1,1
9,15,2,0,0,1,0
8,10,2,0,0,1,0
3,6,2,0,0,1,0
11,36,5,0,3,1,1
9,10,2,0,0,1,0
8,15,2,0,0,1,0
3,2,2,0,0,1,0
11,2,5,0,4,1,1
9,4,2,0,0,1,0
8,8,4,0,0,1,0
3,1,2,0,0,1,0
11,6,5,0,4,1,1
9,4,2,0,0,1,0
8,10,4,0,0,1,0
3,1,2,0,0,1,0
11,8,5,0,5,1,1
9,6,2,0,0,1,0
8,6,4,0,0,1,0
3,2,2,0,0,1,0
11,21,5,0,5,1,1
9,9,2,0,0,1,0
8,8,4,0,0,1,0
3,3,2,0,0,1,0
11,21,5,0,5,1,1
9,18,2,0,0,1,0
8,15,4,0,0,1,0
3,8,2,0,0,1,0
11,21,5,0,5,1,1
9,18,4,0,0,1,0
8,18,4,0,0,1,0
3,15,2,0,0,1,0
11,18,5,0,5,1,1
9,6,2,0,0,1,0
8,15,4,0,0,1,0
3,15,2,0,0,1,0
11,15,5,0,5,1,1
9,4,2,0,0,1,0
8,21,4,0,0,1,0
3,15,2,0,0,1,0
11,15,5,0,5,1,1
9,12,2,0,0,1,0
8,12,4,0,0,1,0
3,6,2,0,0,1,0
11,18,5,0,5,1,1
9,12,4,0,0,1,0
8,3,4,0,0,1,0
3,6,2,0,0,1,0
11,24,5,0,5,1,1
9,6,2,0,0,1,0
8,3,4,0,0,1,0
3,12,2,0,0,1,0
11,15,5,0,5,1,1
9,2,2,0,0,1,0
8,3,4,0,0,2,0
3,15,2,0,0,2,0
11,12,6,0,6,2,1
9,12,2,0,0,2,0
8,6,4,0,0,2,0
3,8,2,0,0,2,0
11,18,6,0,6,2,1
9,9,2,0,1,2,0
8,9,4,0,0,2,0
3,8,2,0,0,2,0
11,15,6,0,6,2,1
9,18,4,0,1,2,0
8,4,4,0,0,2,0
3,10,2,0,0,2,0
11,18,6,0,6,2,1
9,4,3,0,2,2,0
8,12,4,0,0,2,0
3,8,2,0,0,2,0
11,6,6,0,7,2,1
9,9,3,0,2,2,0
8,18,4,0,0,2,0
3,15,2,0,0,2,0
11,6,6,0,8,2,1
9,4,3,0,2,2,0
8,10,4,0,0,2,0
3,8,2,0,0,2,0
11,30,6,0,8,2,1
9,1,3,0,2,2,0
8,2,4,0,0,2,0
3,4,2,0,0,2,0
11,10,6,0,9,2,1
9,8,3,0,2,2,0
8,1,4,0,0,2,0
3,4,2,0,0,2,0
11,24,6,0,9,2,1
9,18,3,0,2,2,0
8,1,4,0,0,2,0
3,6,2,0,0,2,0
11,10,6,0,9,2,1
9,18,3,0,2,2,0
8,0,4,0,0,2,0
3,12,2,0,0,2,0
11,15,6,0,9,2,1
9,21,3,0,2,2,0
8,0,4,0,0,2,0
3,18,2,0,0,2,0
11,8,6,0,9,2,1
9,3,3,0,3,2,0
8,4,4,0,0,2,0
3,9,2,0,0,2,0
11,10,6,0,9,2,1
9,3,3,0,3,2,0
8,9,4,0,0,2,0
3,12,2,0,0,2,0
11,18,6,0,9,2,1
9,1,3,0,3,2,0
8,1,4,0,0,2,0
3,12,2,0,0,2,0
11,24,6,0,9,2,1
9,4,3,0,3,2,0
8,4,4,0,0,2,0
3,18,2,0,0,2,0
11,21,6,0,9,2,1
9,4,3,0,3,2,0
8,6,4,0,0,2,0
3,18,2,0,0,2,0
11,12,6,0,9,2,1
9,8,3,0,3,2,0
8,8,4,0,0,2,0
3,15,2,0,0,2,0
11,21,6,0,9,2,1
9,2,3,0,3,2,0
8,10,4,0,0,2,0
3,21,2,0,0,2,0
11,15,6,0,9,2,1
9,3,3,0,3,2,0
8,10,4,0,0,2,0
3,21,2,0,0,2,0
20,8,7,0,9,2,1
9,4,3,0,3,2,0
8,6,4,0,0,2,0
3,10,2,0,1,3,0
20,18,7,0,9,3,1
9,2,3,0,3,3,0
8,2,4,0,0,3,0
3,18,2,0,1,3,0
20,4,7,0,9,3,1
9,2,3,0,3,3,0
8,2,4,0,0,3,0
3,20,2,0,1,3,0
20,8,7,0,9,3,1
9,2,3,0,3,3,0
8,12,4,0,0,3,0
3,6,3,0,1,3,0
20,6,7,0,10,3,1
9,3,3,0,3,3,0
8,21,4,0,0,3,0
3,6,3,0,1,3,0
20,15,7,0,10,3,1
9,10,3,0,3,3,0
8,12,4,0,0,3,0
3,15,3,0,1,3,0
23,15,8,0,10,3,1
9,1,3,0,3,3,0
8,8,4,0,0,3,0
3,8,3,0,1,3,0
23,12,8,0,10,3,1
9,4,3,0,3,3,0
8,28,4,0,0,3,0
3,8,3,0,1,3,0
23,24,8,0,10,3,1
9,8,3,0,3,3,0
8,20,4,0,0,3,0
3,15,3,0,1,3,0
23,15,8,0,10,3,1
9,2,3,0,3,3,0
8,15,4,0,0,3,0
3,4,3,0,1,3,0
23,10,8,0,10,3,1
9,1,3,0,3,3,0
8,15,4,0,0,3,0
3,1,3,0,1,3,0
23,15,8,0,10,3,1
9,6,3,0,3,3,0
8,32,4,0,0,3,0
3,4,3,0,1,3,0
23,10,8,0,10,3,1
9,4,3,0,3,3,0
8,40,4,0,0,3,0
3,8,3,0,1,3,0
23,0,9,1,10,3,1
9,9,3,0,3,3,0
8,12,4,0,0,3,0
3,10,3,0,1,3,0
23,9,9,1,10,3,1
9,1,3,0,4,3,0
8,15,4,0,0,3,0
3,4,3,0,1,3,0
23,6,9,1,10,3,1
9,9,3,0,4,3,0
8,20,4,0,0,3,0
3,4,3,0,1,3,0
23,10,9,1,10,3,1
9,15,3,0,4,3,0
8,28,4,0,0,3,0
3,4,3,0,1,3,0
23,18,9,1,10,3,1
9,12,3,0,4,3,0
8,28,4,0,0,3,0
3,1,3,0,1,3,0
23,24,9,1,10,3,1
9,1,3,0,5,3,0
8,32,4,0,0,3,0
3,1,3,0,1,3,0
23,12,10,2,11,3,1
4,10,2,0,0,3,0
9,3,2,0,0,1,0
10,15,2,0,0,1,1
2,6,2,0,0,1,0
4,10,2,0,0,1,0
9,3,2,0,0,1,0
10,12,2,0,0,1,1
2,10,2,0,0,1,0
4,10,2,0,0,1,0
9,3,2,0,0,1,0
10,18,2,0,0,1,1
2,18,2,0,0,1,0
4,18,2,0,0,1,0
9,3,2,0,0,1,0
10,8,2,0,1,1,1
2,9,2,0,0,1,0
4,3,2,0,0,1,0
9,4,2,0,0,1,0
10,12,2,0,1,1,1
2,1,2,0,0,1,0
4,4,2,0,0,1,0
9,2,2,0,0,1,0
10,18,2,0,1,1,1
2,1,2,0,0,1,0
4,4,2,0,0,1,0
9,3,2,0,0,1,0
10,8,2,0,1,1,1
2,1,2,0,0,1,0
4,6,2,0,0,1,0
9,4,2,0,0,1,0
10,12,2,0,1,1,1
2,1,2,0,0,1,0
4,15,2,0,0,1,0
9,8,2,0,0,1,0
10,8,2,0,1,1,1
2,1,2,0,0,1,0
4,18,2,0,0,1,0
9,8,2,0,0,1,0
10,15,2,0,1,1,1
2,1,2,0,0,1,0
4,18,2,0,0,1,0
9,9,2,0,0,1,0
10,8,4,0,1,1,1
2,1,2,0,0,1,0
4,9,3,1,0,1,0
9,9,2,0,0,1,0
10,8,4,0,2,1,1
2,1,2,0,0,1,0
4,4,3,1,0,1,0
9,12,2,0,0,1,0
10,15,6,0,3,1,1
2,1,2,0,0,1,0
4,1,3,1,0,1,0
9,6,2,0,0,1,0
10,18,6,0,3,1,1
2,1,2,0,0,1,0
4,1,3,1,0,1,0
9,1,2,0,0,1,0
10,10,6,0,3,1,1
2,1,2,0,0,1,0
4,1,3,1,0,1,0
9,8,2,0,0,1,0
10,4,6,0,3,1,1
2,6,2,0,0,1,0
4,1,3,1,0,1,0
9,12,2,0,0,1,0
10,4,6,0,3,1,1
2,15,2,0,0,1,0
4,4,3,1,0,1,0
9,6,2,0,0,1,0
10,6,6,0,3,1,1
2,6,2,0,0,1,0
4,15,3,1,0,1,0
